Commodity,BS_Month,Month_Name,Unit,Monthly_Min,Monthly_Max,Monthly_Avg,Daily_Records
Papaya(Indian),4,Shrawan,kg,80.0,100.0,92.65,30
Papaya(Indian),5,Bhadra,kg,80.0,120.0,91.67,29
Papaya(Indian),6,Ashwin,kg,90.0,110.0,104.7,11
Papaya(Nepali),1,Baisakh,kg,60.0,80.0,66.01,28
Papaya(Nepali),2,Jestha,kg,60.0,120.0,69.89,15
Papaya(Nepali),4,Shrawan,kg,90.0,100.0,96.67,1
Papaya(Nepali),5,Bhadra,kg,80.0,90.0,85.0,1
Parseley,1,Baisakh,kg,150.0,250.0,206.02,31
Parseley,2,Jestha,kg,150.0,260.0,214.09,32
Parseley,3,Asar,kg,200.0,500.0,279.94,30
Parseley,4,Shrawan,kg,250.0,500.0,346.51,31
Parseley,5,Bhadra,kg,300.0,600.0,482.72,27
Parseley,6,Ashwin,kg,500.0,600.0,550.0,9
Pear(Chinese),1,Baisakh,kg,140.0,300.0,258.62,29
Pear(Chinese),2,Jestha,kg,280.0,320.0,305.71,14
Pear(Chinese),4,Shrawan,kg,300.0,350.0,319.21,19
Pear(Chinese),5,Bhadra,kg,250.0,350.0,318.33,31
Pear(Chinese),6,Ashwin,kg,300.0,350.0,312.73,11
Pear(Local),1,Baisakh,kg,225.0,250.0,237.5,1
Pear(Local),3,Asar,kg,60.0,100.0,82.34,15
Pear(Local),4,Shrawan,kg,60.0,90.0,76.36,32
Pear(Local),5,Bhadra,kg,70.0,90.0,77.69,31
Pear(Local),6,Ashwin,kg,80.0,90.0,86.52,11
Pineapple,1,Baisakh,per piece,150.0,200.0,181.56,31
Pineapple,2,Jestha,per piece,150.0,280.0,207.81,32
Pineapple,3,Asar,per piece,150.0,200.0,185.59,31
Pineapple,4,Shrawan,per piece,150.0,200.0,164.74,32
Pineapple,5,Bhadra,per piece,150.0,220.0,177.41,29
Pineapple,6,Ashwin,per piece,180.0,220.0,204.85,11
Pointed Gourd(Local),1,Baisakh,kg,60.0,120.0,89.25,29
Pointed Gourd(Local),2,Jestha,kg,50.0,120.0,81.67,32
Pointed Gourd(Local),3,Asar,kg,35.0,100.0,66.99,31
Pointed Gourd(Local),4,Shrawan,kg,30.0,70.0,42.79,32
Pointed Gourd(Local),5,Bhadra,kg,40.0,80.0,56.57,31
Pointed Gourd(Local),6,Ashwin,kg,30.0,60.0,45.34,11
Pointed Gourd(Terai),1,Baisakh,kg,50.0,120.0,84.68,31
Pointed Gourd(Terai),2,Jestha,kg,40.0,120.0,74.48,32
Pointed Gourd(Terai),3,Asar,kg,40.0,100.0,67.74,28
Pointed Gourd(Terai),4,Shrawan,kg,30.0,40.0,35.0,1
Pointed Gourd(Terai),5,Bhadra,kg,40.0,80.0,54.71,23
Pointed Gourd(Terai),6,Ashwin,kg,40.0,60.0,46.53,6
Pomegranate,1,Baisakh,kg,225.0,300.0,257.07,31
Pomegranate,2,Jestha,kg,250.0,400.0,328.49,32
Pomegranate,3,Asar,kg,380.0,450.0,416.61,30
Pomegranate,4,Shrawan,kg,280.0,450.0,352.24,32
Pomegranate,5,Bhadra,kg,280.0,400.0,320.27,31
Pomegranate,6,Ashwin,kg,350.0,450.0,401.82,11
Potato Red,1,Baisakh,kg,28.0,35.0,31.51,31
Potato Red,2,Jestha,kg,32.0,48.0,40.4,32
Potato Red,3,Asar,kg,40.0,48.0,44.95,31
Potato Red,4,Shrawan,kg,46.0,52.0,49.31,32
Potato Red,5,Bhadra,kg,50.0,60.0,54.94,31
Potato Red,6,Ashwin,kg,56.0,58.0,57.0,11
Potato Red(Indian),1,Baisakh,kg,25.0,32.0,29.38,31
Potato Red(Indian),2,Jestha,kg,29.0,38.0,32.25,24
Potato Red(Indian),3,Asar,kg,34.0,38.0,35.47,27
Potato Red(Indian),4,Shrawan,kg,35.0,38.0,35.98,32
Potato Red(Indian),5,Bhadra,kg,35.0,37.0,35.61,31
Potato Red(Indian),6,Ashwin,kg,35.0,36.0,35.55,11
Potato Red(Mude),2,Jestha,kg,32.0,42.0,39.2,28
Potato Red(Mude),3,Asar,kg,36.0,40.0,38.98,31
Potato Red(Mude),4,Shrawan,kg,37.0,45.0,40.41,32
Potato Red(Mude),5,Bhadra,kg,44.0,54.0,49.81,31
Potato Red(Mude),6,Ashwin,kg,48.0,52.0,50.45,11
Potato White,1,Baisakh,kg,22.0,30.0,25.67,31
Potato White,2,Jestha,kg,26.0,42.0,32.3,31
Potato White,3,Asar,kg,32.0,36.0,34.69,30
Potato White,4,Shrawan,kg,34.0,42.0,36.09,21
Potato White,5,Bhadra,kg,42.0,58.0,48.15,20
Potato White,6,Ashwin,kg,46.0,50.0,47.36,11
Pumpkin,1,Baisakh,kg,30.0,50.0,42.08,29
Pumpkin,2,Jestha,kg,30.0,55.0,44.71,32
Pumpkin,3,Asar,kg,30.0,55.0,39.5,30
Pumpkin,4,Shrawan,kg,40.0,60.0,46.21,32
Pumpkin,5,Bhadra,kg,45.0,60.0,51.14,31
Pumpkin,6,Ashwin,kg,45.0,55.0,51.67,11
Raddish Red,1,Baisakh,kg,40.0,60.0,51.67,3
Raddish Red,2,Jestha,kg,30.0,60.0,46.63,24
Raddish Red,3,Asar,kg,25.0,50.0,41.16,29
Raddish Red,4,Shrawan,kg,25.0,70.0,41.56,31
Raddish Red,5,Bhadra,kg,60.0,115.0,82.67,20
Raddish Red,6,Ashwin,kg,70.0,130.0,85.67,10
Raddish White(Hybrid),1,Baisakh,kg,20.0,40.0,25.82,31
Raddish White(Hybrid),2,Jestha,kg,15.0,30.0,22.65,32
Raddish White(Hybrid),3,Asar,kg,10.0,30.0,20.86,31
Raddish White(Hybrid),4,Shrawan,kg,15.0,110.0,41.93,32
Raddish White(Hybrid),5,Bhadra,kg,70.0,120.0,96.68,30
Raddish White(Hybrid),6,Ashwin,kg,60.0,130.0,91.27,11
Raddish White(Local),1,Baisakh,kg,15.0,30.0,19.6,31
Raddish White(Local),2,Jestha,kg,10.0,25.0,17.21,30
Raddish White(Local),3,Asar,kg,8.0,25.0,15.05,31
Raddish White(Local),4,Shrawan,kg,10.0,50.0,26.25,28
Raddish White(Local),5,Bhadra,kg,70.0,100.0,90.66,26
Raddish White(Local),6,Ashwin,kg,50.0,120.0,78.18,11
Red Cabbbage,1,Baisakh,kg,40.0,70.0,48.39,31
Red Cabbbage,2,Jestha,kg,50.0,80.0,66.98,32
Red Cabbbage,3,Asar,kg,50.0,70.0,65.22,31
Red Cabbbage,4,Shrawan,kg,60.0,90.0,72.09,32
Red Cabbbage,5,Bhadra,kg,80.0,250.0,178.12,31
Red Cabbbage,6,Ashwin,kg,200.0,400.0,314.55,11
Sarifa,1,Baisakh,kg,250.0,300.0,275.0,1
Sarifa,5,Bhadra,kg,150.0,300.0,226.23,27
Sarifa,6,Ashwin,kg,100.0,300.0,182.73,11
Smooth Gourd,1,Baisakh,kg,25.0,70.0,43.26,31
Smooth Gourd,2,Jestha,kg,30.0,70.0,52.9,32
Smooth Gourd,3,Asar,kg,20.0,100.0,66.14,30
Smooth Gourd,4,Shrawan,kg,20.0,50.0,34.42,32
Smooth Gourd,5,Bhadra,kg,25.0,80.0,51.32,31
Smooth Gourd,6,Ashwin,kg,30.0,80.0,52.55,11
Snake Gourd,1,Baisakh,kg,25.0,70.0,44.01,31
Snake Gourd,2,Jestha,kg,30.0,50.0,36.91,32
Snake Gourd,3,Asar,kg,30.0,90.0,48.73,25
Snake Gourd,4,Shrawan,kg,20.0,50.0,36.62,32
Snake Gourd,5,Bhadra,kg,30.0,70.0,48.07,31
Snake Gourd,6,Ashwin,kg,30.0,40.0,36.06,11
Soyabean Green,1,Baisakh,kg,90.0,200.0,129.38,16
Soyabean Green,2,Jestha,kg,100.0,160.0,125.89,32
Soyabean Green,3,Asar,kg,70.0,150.0,99.27,31
Soyabean Green,4,Shrawan,kg,60.0,110.0,85.91,32
Soyabean Green,5,Bhadra,kg,70.0,140.0,102.64,31
Soyabean Green,6,Ashwin,kg,70.0,90.0,80.46,11
Spinach Leaf,1,Baisakh,kg,70.0,150.0,105.32,31
Spinach Leaf,2,Jestha,kg,90.0,130.0,110.26,32
Spinach Leaf,3,Asar,kg,80.0,120.0,94.07,18
Spinach Leaf,5,Bhadra,kg,180.0,200.0,190.0,2
Sponge Gourd,1,Baisakh,kg,40.0,100.0,70.49,27
Sponge Gourd,2,Jestha,kg,40.0,90.0,56.16,31
Sponge Gourd,3,Asar,kg,40.0,80.0,58.72,30
Sponge Gourd,4,Shrawan,kg,35.0,80.0,50.93,32
Sponge Gourd,5,Bhadra,kg,40.0,70.0,53.44,31
Sponge Gourd,6,Ashwin,kg,40.0,60.0,48.0,10
Squash(Long),1,Baisakh,kg,15.0,60.0,35.25,29
Squash(Long),2,Jestha,kg,25.0,60.0,39.04,32
Squash(Long),3,Asar,kg,25.0,60.0,39.44,15
Squash(Long),4,Shrawan,kg,50.0,60.0,55.0,1
Squash(Round),1,Baisakh,kg,15.0,60.0,36.82,29
Squash(Round),2,Jestha,kg,25.0,50.0,39.25,32
Squash(Round),3,Asar,kg,30.0,70.0,45.82,30
Squash(Round),4,Shrawan,kg,40.0,100.0,66.18,32
Squash(Round),5,Bhadra,kg,30.0,100.0,64.9,31
Squash(Round),6,Ashwin,kg,25.0,50.0,39.7,11
Strawberry,1,Baisakh,kg,200.0,600.0,337.5,28
Strawberry,6,Ashwin,kg,800.0,900.0,850.0,1
Sugarbeet,1,Baisakh,kg,60.0,80.0,73.87,31
Sugarbeet,2,Jestha,kg,60.0,80.0,75.89,32
Sugarbeet,3,Asar,kg,60.0,90.0,75.65,31
Sugarbeet,4,Shrawan,kg,70.0,100.0,81.15,32
Sugarbeet,5,Bhadra,kg,70.0,90.0,82.26,31
Sugarbeet,6,Ashwin,kg,70.0,90.0,81.82,11
Sweet Orange,1,Baisakh,kg,150.0,200.0,176.0,30
Sweet Orange,2,Jestha,kg,150.0,220.0,174.01,32
Sweet Orange,3,Asar,kg,180.0,250.0,208.71,31
Sweet Orange,4,Shrawan,kg,120.0,250.0,205.94,32
Sweet Orange,5,Bhadra,kg,120.0,200.0,153.92,31
Sweet Orange,6,Ashwin,kg,150.0,200.0,166.82,11
Sweet Potato,1,Baisakh,kg,60.0,90.0,74.76,21
Sweet Potato,2,Jestha,kg,70.0,100.0,88.56,15
Sweet Potato,3,Asar,kg,70.0,90.0,81.25,8
Sword Bean,1,Baisakh,kg,50.0,150.0,85.65,23
Sword Bean,2,Jestha,kg,130.0,150.0,143.34,11
Sword Bean,3,Asar,kg,70.0,200.0,112.39,29
Sword Bean,4,Shrawan,kg,50.0,180.0,91.54,31
Sword Bean,5,Bhadra,kg,70.0,100.0,83.66,31
Sword Bean,6,Ashwin,kg,40.0,60.0,51.82,11
Tamarind,1,Baisakh,kg,140.0,160.0,150.59,31
Tamarind,2,Jestha,kg,130.0,160.0,141.72,32
Tamarind,3,Asar,kg,130.0,140.0,136.13,31
Tamarind,4,Shrawan,kg,130.0,160.0,145.0,31
Tamarind,5,Bhadra,kg,140.0,150.0,146.45,31
Tamarind,6,Ashwin,kg,140.0,150.0,146.52,11
Tofu,1,Baisakh,kg,120.0,200.0,136.56,31
Tofu,2,Jestha,kg,90.0,120.0,111.86,32
Tofu,3,Asar,kg,100.0,140.0,114.79,31
Tofu,4,Shrawan,kg,110.0,120.0,116.2,32
Tofu,5,Bhadra,kg,110.0,120.0,116.45,31
Tofu,6,Ashwin,kg,100.0,120.0,115.61,11
Tomato Big(Indian),1,Baisakh,kg,40.0,70.0,55.59,31
Tomato Big(Indian),2,Jestha,kg,30.0,70.0,52.92,32
Tomato Big(Indian),3,Asar,kg,35.0,60.0,46.99,9
Tomato Big(Indian),5,Bhadra,kg,40.0,160.0,80.18,28
Tomato Big(Indian),6,Ashwin,kg,30.0,55.0,42.02,11
Tomato Big(Nepali),1,Baisakh,kg,40.0,60.0,54.41,31
Tomato Big(Nepali),2,Jestha,kg,20.0,60.0,42.69,27
Tomato Big(Nepali),3,Asar,kg,30.0,100.0,64.8,29
Tomato Big(Nepali),4,Shrawan,kg,80.0,180.0,128.19,32
Tomato Big(Nepali),5,Bhadra,kg,40.0,160.0,88.12,24
Tomato Big(Nepali),6,Ashwin,kg,45.0,80.0,60.0,4
Tomato Small(Indian),1,Baisakh,kg,25.0,65.0,39.15,31
Tomato Small(Indian),2,Jestha,kg,25.0,50.0,35.4,13
Tomato Small(Indian),5,Bhadra,kg,35.0,90.0,57.89,10
Tomato Small(Indian),6,Ashwin,kg,30.0,60.0,40.68,11
Tomato Small(Local),1,Baisakh,kg,15.0,65.0,35.33,31
Tomato Small(Local),2,Jestha,kg,5.0,45.0,21.46,32
Tomato Small(Local),3,Asar,kg,5.0,35.0,19.54,20
Tomato Small(Local),4,Shrawan,kg,28.0,90.0,55.07,29
Tomato Small(Local),5,Bhadra,kg,35.0,80.0,54.02,28
Tomato Small(Local),6,Ashwin,kg,40.0,60.0,50.24,11
Tomato Small(Terai),1,Baisakh,kg,25.0,70.0,43.76,31
Tomato Small(Terai),2,Jestha,kg,25.0,55.0,39.93,14
Tomato Small(Tunnel),1,Baisakh,kg,25.0,65.0,39.31,12
Tomato Small(Tunnel),2,Jestha,kg,8.0,65.0,34.58,32
Tomato Small(Tunnel),3,Asar,kg,6.0,52.0,25.64,31
Tomato Small(Tunnel),4,Shrawan,kg,48.0,122.0,81.98,32
Tomato Small(Tunnel),5,Bhadra,kg,38.0,110.0,69.94,31
Tomato Small(Tunnel),6,Ashwin,kg,50.0,85.0,65.68,11
Turnip,1,Baisakh,kg,50.0,80.0,66.55,29
Turnip,2,Jestha,kg,70.0,80.0,76.35,31
Turnip,3,Asar,kg,60.0,80.0,75.39,13
Turnip,5,Bhadra,kg,30.0,40.0,35.0,1
Turnip A,1,Baisakh,kg,50.0,80.0,68.01,31
Turnip A,2,Jestha,kg,70.0,80.0,76.46,32
Turnip A,3,Asar,kg,70.0,80.0,76.16,31
Turnip A,4,Shrawan,kg,70.0,90.0,76.34,30
Turnip A,5,Bhadra,kg,70.0,90.0,82.71,16
Turnip A,6,Ashwin,kg,70.0,90.0,83.17,10
Water Melon(Dotted),1,Baisakh,kg,30.0,40.0,37.5,8
Water Melon(Dotted),2,Jestha,kg,35.0,40.0,37.92,2
Water Melon(Green),1,Baisakh,kg,30.0,40.0,37.6,31
Water Melon(Green),2,Jestha,kg,35.0,50.0,43.44,32
Water Melon(Green),3,Asar,kg,40.0,100.0,76.26,31
Water Melon(Green),4,Shrawan,kg,60.0,90.0,81.34,32
Water Melon(Green),5,Bhadra,kg,50.0,90.0,71.56,31
Water Melon(Green),6,Ashwin,kg,50.0,60.0,56.52,11
Yam,1,Baisakh,kg,60.0,70.0,65.0,4
Yam,2,Jestha,kg,130.0,140.0,135.0,1
