crop_key,bs_month,forecasted_avg,forecasted_lower,forecasted_upper,forecast_days,nepali_month
kinnow,5,0.0,0.0,3.22,31,Bhadra
kinnow,6,0.0,0.0,23.15,30,Ashwin
kinnow,7,3.06,0.0,59.78,30,Kartik
kinnow,8,5.89,0.0,123.99,30,Mangsir
kinnow,9,0.0,0.0,120.84,29,Poush
kinnow,10,0.0,0.0,110.84,30,Magh
kinnow,11,0.0,0.0,125.12,29,Falgun
kinnow,12,0.0,0.0,179.18,31,Chaitra
mandarin,1,140.97,84.89,198.08,31,Baisakh
mandarin,2,138.9,76.84,201.69,31,Jestha
mandarin,3,161.3,110.21,213.0,32,Ashadh
mandarin,4,193.64,155.06,232.26,31,Shrawan
mandarin,5,212.69,173.64,251.84,31,Bhadra
mandarin,6,229.99,189.82,269.5,31,Ashwin
mandarin,7,213.11,172.31,253.98,30,Kartik
mandarin,8,194.33,151.75,237.33,29,Mangsir
mandarin,9,157.49,114.8,200.75,30,Poush
mandarin,10,146.88,102.07,192.17,29,Magh
mandarin,11,133.63,86.7,180.9,30,Falgun
mandarin,12,142.08,90.52,193.91,30,Chaitra
strawberry,1,10.41,0.0,1136.96,31,Baisakh
strawberry,2,35.72,22.03,304.82,31,Jestha
strawberry,3,0.0,0.0,0.0,32,Ashadh
strawberry,4,0.0,0.0,0.0,31,Shrawan
strawberry,5,0.0,0.0,30.8,31,Bhadra
strawberry,6,0.0,0.0,207.09,31,Ashwin
strawberry,7,87.68,0.0,474.91,30,Kartik
strawberry,8,152.99,0.0,920.27,29,Mangsir
strawberry,9,122.52,0.0,1076.84,30,Poush
strawberry,10,97.69,0.0,1273.6,29,Magh
strawberry,11,65.15,0.0,1289.34,30,Falgun
strawberry,12,27.41,0.0,987.82,30,Chaitra
bauhania_flower,1,263.99,200.38,327.99,31,Baisakh
bauhania_flower,2,235.36,172.04,299.55,31,Jestha
bauhania_flower,3,191.24,127.28,254.89,32,Ashadh
bauhania_flower,4,206.54,142.87,269.84,31,Shrawan
bauhania_flower,5,219.63,155.48,282.59,31,Bhadra
bauhania_flower,6,227.86,164.0,291.83,31,Ashwin
bauhania_flower,7,232.94,168.82,297.57,30,Kartik
bauhania_flower,8,219.62,156.8,282.69,29,Mangsir
bauhania_flower,9,192.17,128.35,255.79,30,Poush
bauhania_flower,10,175.54,134.23,225.37,29,Magh
bauhania_flower,11,243.12,185.92,304.96,30,Falgun
bauhania_flower,12,190.21,125.8,253.26,30,Chaitra
sarifa,1,109.29,84.44,136.12,31,Baisakh
sarifa,2,0.0,0.0,0.0,31,Jestha
sarifa,3,0.0,0.0,0.42,32,Ashadh
sarifa,4,237.77,187.2,288.42,31,Shrawan
sarifa,5,207.66,155.56,257.49,31,Bhadra
sarifa,6,184.22,130.67,236.94,31,Ashwin
sarifa,7,191.82,132.2,251.1,30,Kartik
sarifa,8,234.42,157.43,310.57,29,Mangsir
sarifa,9,242.58,183.7,300.95,29,Poush
sarifa,10,170.39,142.88,199.25,30,Magh
sarifa,11,0.0,0.0,0.0,29,Falgun
sarifa,12,3.14,0.0,12.79,31,Chaitra
avocado,1,718.39,379.86,1079.94,31,Baisakh
avocado,2,663.63,504.86,832.81,31,Jestha
avocado,3,697.46,649.6,745.33,32,Ashadh
avocado,4,660.36,607.04,715.29,31,Shrawan
avocado,5,353.9,301.7,408.06,31,Bhadra
avocado,6,292.67,236.34,350.68,31,Ashwin
avocado,7,262.13,201.29,325.42,30,Kartik
avocado,8,273.67,204.21,347.97,29,Mangsir
avocado,9,308.21,222.22,399.77,30,Poush
avocado,10,366.43,248.53,487.93,29,Magh
avocado,11,565.55,360.31,775.56,30,Falgun
avocado,12,690.7,405.2,993.06,30,Chaitra
amla,1,117.88,96.41,139.44,31,Baisakh
amla,2,37.38,29.79,45.69,31,Jestha
amla,3,0.0,0.0,0.0,32,Ashadh
amla,4,92.44,78.39,106.53,31,Shrawan
amla,5,117.76,102.26,132.93,31,Bhadra
amla,6,87.3,71.78,102.67,31,Ashwin
amla,7,75.83,60.0,91.48,30,Kartik
amla,8,80.65,64.43,96.74,29,Mangsir
amla,9,79.9,63.02,96.59,30,Poush
amla,10,84.08,66.23,101.56,29,Magh
amla,11,97.24,77.6,116.36,30,Falgun
amla,12,116.13,93.82,138.97,30,Chaitra
tree_tomato,1,139.75,0.0,315.31,31,Baisakh
tree_tomato,2,100.8,87.95,114.05,31,Jestha
tree_tomato,3,0.0,0.0,0.0,32,Ashadh
tree_tomato,4,0.0,0.0,0.0,31,Shrawan
tree_tomato,5,2.12,0.34,5.05,31,Bhadra
tree_tomato,6,115.29,77.27,154.8,31,Ashwin
tree_tomato,7,159.12,96.98,224.18,30,Kartik
tree_tomato,8,152.78,76.36,232.77,29,Mangsir
tree_tomato,9,138.88,53.13,228.35,30,Poush
tree_tomato,10,148.29,37.01,263.55,29,Magh
tree_tomato,11,147.63,17.12,283.47,30,Falgun
tree_tomato,12,151.41,1.98,314.34,30,Chaitra
lentinula_edodes,1,580.05,543.87,616.2,31,Baisakh
lentinula_edodes,2,637.33,601.47,673.15,31,Jestha
lentinula_edodes,3,816.29,780.31,852.2,32,Ashadh
lentinula_edodes,4,847.13,811.04,882.49,31,Shrawan
lentinula_edodes,5,789.64,753.5,825.35,31,Bhadra
lentinula_edodes,6,460.43,424.8,496.49,31,Ashwin
lentinula_edodes,7,836.89,800.95,872.95,30,Kartik
lentinula_edodes,8,733.47,697.61,769.49,29,Mangsir
lentinula_edodes,9,595.35,559.26,631.05,30,Poush
lentinula_edodes,10,588.64,553.19,624.24,29,Magh
lentinula_edodes,11,632.31,596.13,667.84,30,Falgun
lentinula_edodes,12,591.81,556.01,627.58,30,Chaitra
king_oyster,1,284.77,272.41,297.84,31,Baisakh
king_oyster,2,285.05,270.58,300.35,31,Jestha
king_oyster,3,287.08,279.65,294.86,32,Ashadh
king_oyster,4,287.16,286.32,288.04,31,Shrawan
king_oyster,5,286.33,285.0,287.78,31,Bhadra
king_oyster,6,285.2,283.04,287.59,31,Ashwin
king_oyster,7,284.96,281.72,288.52,30,Kartik
king_oyster,8,284.88,280.42,289.66,29,Mangsir
king_oyster,9,284.84,279.04,290.94,30,Poush
king_oyster,10,284.81,277.66,292.32,29,Magh
king_oyster,11,284.8,276.18,293.94,30,Falgun
king_oyster,12,284.78,274.36,295.74,30,Chaitra
