Commodity,BS_Month,Month_Name,Unit,Monthly_Min,Monthly_Max,Monthly_Avg,Daily_Records
Fenugreek Leaf,1,Baisakh,kg,100.0,160.0,130.67,30
Fenugreek Leaf,2,Jestha,kg,100.0,150.0,125.56,18
Fenugreek Leaf,6,Ashwin,kg,180.0,220.0,196.0,10
Fenugreek Leaf,7,Kartik,kg,100.0,350.0,221.21,29
Fenugreek Leaf,8,Mangsir,kg,80.0,200.0,126.07,28
Fenugreek Leaf,9,Poush,kg,60.0,120.0,82.95,30
Fenugreek Leaf,10,Magh,kg,40.0,130.0,80.81,29
Fenugreek Leaf,11,Falgun,kg,40.0,80.0,55.52,29
Fenugreek Leaf,12,Chaitra,kg,90.0,120.0,108.06,30
Fish Fresh(Bachuwa),1,Baisakh,kg,270.0,300.0,280.5,30
Fish Fresh(Bachuwa),2,Jestha,kg,250.0,300.0,285.16,31
Fish Fresh(Bachuwa),3,Asar,kg,260.0,290.0,270.83,32
Fish Fresh(Bachuwa),4,Shrawan,kg,250.0,290.0,263.23,31
Fish Fresh(Bachuwa),5,Bhadra,kg,230.0,265.0,252.31,31
Fish Fresh(Bachuwa),6,Ashwin,kg,230.0,260.0,243.71,31
Fish Fresh(Bachuwa),7,Kartik,kg,230.0,260.0,246.33,30
Fish Fresh(Bachuwa),8,Mangsir,kg,230.0,250.0,245.78,28
Fish Fresh(Bachuwa),9,Poush,kg,230.0,300.0,249.72,30
Fish Fresh(Bachuwa),10,Magh,kg,250.0,320.0,276.21,29
Fish Fresh(Bachuwa),11,Falgun,kg,250.0,300.0,272.24,29
Fish Fresh(Bachuwa),12,Chaitra,kg,240.0,380.0,276.94,30
Fish Fresh(Chhadi),1,Baisakh,kg,240.0,300.0,260.46,29
Fish Fresh(Chhadi),2,Jestha,kg,230.0,280.0,246.77,31
Fish Fresh(Chhadi),3,Asar,kg,230.0,250.0,240.11,31
Fish Fresh(Chhadi),4,Shrawan,kg,230.0,250.0,236.99,31
Fish Fresh(Chhadi),5,Bhadra,kg,230.0,240.0,235.16,31
Fish Fresh(Chhadi),6,Ashwin,kg,230.0,260.0,244.03,31
Fish Fresh(Chhadi),7,Kartik,kg,230.0,270.0,245.39,30
Fish Fresh(Chhadi),8,Mangsir,kg,230.0,260.0,245.31,28
Fish Fresh(Chhadi),9,Poush,kg,230.0,300.0,249.28,30
Fish Fresh(Chhadi),10,Magh,kg,240.0,300.0,262.87,29
Fish Fresh(Chhadi),11,Falgun,kg,240.0,360.0,263.45,29
Fish Fresh(Chhadi),12,Chaitra,kg,230.0,320.0,273.0,30
Fish Fresh(Mungari),1,Baisakh,kg,270.0,300.0,280.67,30
Fish Fresh(Mungari),2,Jestha,kg,250.0,300.0,270.65,31
Fish Fresh(Mungari),3,Asar,kg,250.0,300.0,275.03,32
Fish Fresh(Mungari),4,Shrawan,kg,250.0,300.0,276.51,31
Fish Fresh(Mungari),5,Bhadra,kg,230.0,270.0,251.34,31
Fish Fresh(Mungari),6,Ashwin,kg,230.0,260.0,241.83,31
Fish Fresh(Mungari),7,Kartik,kg,210.0,270.0,236.72,30
Fish Fresh(Mungari),8,Mangsir,kg,210.0,250.0,226.73,28
Fish Fresh(Mungari),9,Poush,kg,210.0,350.0,257.83,30
Fish Fresh(Mungari),10,Magh,kg,260.0,350.0,289.88,29
Fish Fresh(Mungari),11,Falgun,kg,260.0,330.0,316.03,29
Fish Fresh(Mungari),12,Chaitra,kg,260.0,350.0,314.44,30
Fish Fresh(Rahu),1,Baisakh,kg,300.0,350.0,313.78,30
Fish Fresh(Rahu),2,Jestha,kg,300.0,360.0,329.25,31
Fish Fresh(Rahu),3,Asar,kg,300.0,340.0,317.76,32
Fish Fresh(Rahu),4,Shrawan,kg,310.0,340.0,317.58,31
Fish Fresh(Rahu),5,Bhadra,kg,300.0,320.0,310.38,31
Fish Fresh(Rahu),6,Ashwin,kg,305.0,370.0,343.25,31
Fish Fresh(Rahu),7,Kartik,kg,325.0,360.0,340.36,30
Fish Fresh(Rahu),8,Mangsir,kg,315.0,350.0,336.79,28
Fish Fresh(Rahu),9,Poush,kg,315.0,400.0,333.47,30
Fish Fresh(Rahu),10,Magh,kg,340.0,400.0,372.45,29
Fish Fresh(Rahu),11,Falgun,kg,330.0,400.0,348.05,29
Fish Fresh(Rahu),12,Chaitra,kg,330.0,360.0,345.31,30
French Bean(Hybrid),1,Baisakh,kg,40.0,120.0,71.09,29
French Bean(Hybrid),2,Jestha,kg,30.0,90.0,60.97,31
French Bean(Hybrid),3,Asar,kg,40.0,120.0,74.01,32
French Bean(Hybrid),4,Shrawan,kg,60.0,120.0,93.28,31
French Bean(Hybrid),5,Bhadra,kg,60.0,120.0,81.56,31
French Bean(Hybrid),6,Ashwin,kg,30.0,120.0,76.31,28
French Bean(Hybrid),7,Kartik,kg,50.0,120.0,79.83,29
French Bean(Hybrid),8,Mangsir,kg,70.0,120.0,91.84,28
French Bean(Hybrid),9,Poush,kg,50.0,100.0,77.89,30
French Bean(Hybrid),10,Magh,kg,50.0,110.0,77.81,29
French Bean(Hybrid),11,Falgun,kg,60.0,140.0,96.54,29
French Bean(Hybrid),12,Chaitra,kg,40.0,120.0,79.83,30
French Bean(Local),1,Baisakh,kg,30.0,100.0,55.83,30
French Bean(Local),2,Jestha,kg,20.0,70.0,47.09,31
French Bean(Local),3,Asar,kg,30.0,100.0,62.96,32
French Bean(Local),4,Shrawan,kg,50.0,100.0,76.09,31
French Bean(Local),5,Bhadra,kg,50.0,100.0,64.52,31
French Bean(Local),6,Ashwin,kg,20.0,100.0,60.54,31
French Bean(Local),7,Kartik,kg,40.0,100.0,62.17,30
French Bean(Local),8,Mangsir,kg,60.0,100.0,80.54,28
French Bean(Local),9,Poush,kg,50.0,80.0,70.37,30
French Bean(Local),10,Magh,kg,40.0,90.0,62.3,29
French Bean(Local),11,Falgun,kg,50.0,100.0,77.38,29
French Bean(Local),12,Chaitra,kg,40.0,120.0,64.06,30
French Bean(Rajma),1,Baisakh,kg,60.0,120.0,83.22,29
French Bean(Rajma),2,Jestha,kg,60.0,100.0,80.38,31
French Bean(Rajma),3,Asar,kg,70.0,160.0,108.61,30
French Bean(Rajma),4,Shrawan,kg,100.0,150.0,127.78,24
French Bean(Rajma),5,Bhadra,kg,120.0,150.0,131.07,14
French Bean(Rajma),6,Ashwin,kg,150.0,250.0,186.67,9
French Bean(Rajma),7,Kartik,kg,70.0,180.0,106.39,24
French Bean(Rajma),8,Mangsir,kg,80.0,120.0,108.69,28
French Bean(Rajma),9,Poush,kg,80.0,120.0,103.27,27
French Bean(Rajma),10,Magh,kg,70.0,100.0,88.63,29
French Bean(Rajma),11,Falgun,kg,70.0,140.0,98.45,29
French Bean(Rajma),12,Chaitra,kg,90.0,150.0,114.83,30
Garlic Dry Chinese,1,Baisakh,kg,160.0,190.0,178.53,30
Garlic Dry Chinese,2,Jestha,kg,150.0,180.0,168.82,31
Garlic Dry Chinese,3,Asar,kg,140.0,170.0,150.92,32
Garlic Dry Chinese,4,Shrawan,kg,140.0,180.0,164.41,31
Garlic Dry Chinese,5,Bhadra,kg,160.0,240.0,208.1,31
Garlic Dry Chinese,6,Ashwin,kg,170.0,210.0,182.33,31
Garlic Dry Chinese,7,Kartik,kg,140.0,170.0,151.2,30
Garlic Dry Chinese,8,Mangsir,kg,160.0,190.0,170.79,28
Garlic Dry Chinese,9,Poush,kg,170.0,180.0,175.78,30
Garlic Dry Chinese,10,Magh,kg,170.0,200.0,185.31,29
Garlic Dry Chinese,11,Falgun,kg,170.0,190.0,184.14,29
Garlic Dry Chinese,12,Chaitra,kg,170.0,180.0,175.31,30
Garlic Dry Nepali,1,Baisakh,kg,80.0,120.0,106.22,30
Garlic Dry Nepali,2,Jestha,kg,80.0,120.0,101.56,31
Garlic Dry Nepali,3,Asar,kg,60.0,120.0,98.02,32
Garlic Dry Nepali,4,Shrawan,kg,110.0,150.0,126.74,31
Garlic Dry Nepali,5,Bhadra,kg,120.0,170.0,144.22,31
Garlic Dry Nepali,6,Ashwin,kg,130.0,150.0,144.46,31
Garlic Dry Nepali,7,Kartik,kg,70.0,140.0,99.11,30
Garlic Dry Nepali,8,Mangsir,kg,80.0,150.0,111.07,28
Garlic Dry Nepali,9,Poush,kg,90.0,120.0,107.62,30
Garlic Dry Nepali,10,Magh,kg,80.0,110.0,88.77,29
Garlic Dry Nepali,11,Falgun,kg,80.0,160.0,103.92,17
Garlic Dry Nepali,12,Chaitra,kg,90.0,150.0,111.33,20
Garlic Green,1,Baisakh,kg,60.0,200.0,149.89,30
Garlic Green,2,Jestha,kg,90.0,200.0,141.77,31
Garlic Green,3,Asar,kg,120.0,400.0,232.4,32
Garlic Green,4,Shrawan,kg,120.0,300.0,190.16,31
Garlic Green,5,Bhadra,kg,90.0,350.0,138.71,31
Garlic Green,6,Ashwin,kg,90.0,300.0,175.17,29
Garlic Green,7,Kartik,kg,120.0,320.0,183.85,29
Garlic Green,8,Mangsir,kg,90.0,180.0,137.92,28
Garlic Green,9,Poush,kg,80.0,150.0,115.58,30
Garlic Green,10,Magh,kg,60.0,150.0,111.32,29
Garlic Green,11,Falgun,kg,30.0,80.0,51.32,29
Garlic Green,12,Chaitra,kg,40.0,70.0,53.22,30
Ginger,1,Baisakh,kg,50.0,80.0,58.09,30
Ginger,2,Jestha,kg,50.0,80.0,66.42,31
Ginger,3,Asar,kg,50.0,70.0,62.43,32
Ginger,4,Shrawan,kg,50.0,80.0,64.33,31
Ginger,5,Bhadra,kg,60.0,100.0,80.84,31
Ginger,6,Ashwin,kg,40.0,80.0,58.35,31
Ginger,7,Kartik,kg,30.0,60.0,44.48,30
Ginger,8,Mangsir,kg,50.0,70.0,57.95,28
Ginger,9,Poush,kg,50.0,70.0,62.03,30
Ginger,10,Magh,kg,60.0,100.0,84.18,29
Ginger,11,Falgun,kg,70.0,120.0,93.99,29
Ginger,12,Chaitra,kg,90.0,130.0,113.33,30
Grapes(Black),1,Baisakh,kg,200.0,350.0,252.87,29
Grapes(Black),2,Jestha,kg,180.0,350.0,257.5,2
Grapes(Black),7,Kartik,kg,380.0,400.0,390.48,7
Grapes(Black),8,Mangsir,kg,250.0,400.0,345.3,28
Grapes(Black),9,Poush,kg,250.0,350.0,303.11,30
Grapes(Black),10,Magh,kg,250.0,320.0,289.25,29
Grapes(Black),11,Falgun,kg,160.0,300.0,211.32,29
Grapes(Black),12,Chaitra,kg,150.0,250.0,197.17,30
Grapes(Green),1,Baisakh,kg,120.0,200.0,155.34,29
Grapes(Green),2,Jestha,kg,180.0,250.0,212.17,30
Grapes(Green),3,Asar,kg,200.0,350.0,269.48,29
Grapes(Green),4,Shrawan,kg,280.0,350.0,303.75,8
Grapes(Green),7,Kartik,kg,280.0,300.0,291.43,7
Grapes(Green),8,Mangsir,kg,180.0,300.0,248.39,28
Grapes(Green),9,Poush,kg,180.0,220.0,205.78,30
Grapes(Green),10,Magh,kg,140.0,200.0,177.76,29
Grapes(Green),11,Falgun,kg,110.0,180.0,133.71,29
Grapes(Green),12,Chaitra,kg,100.0,180.0,131.69,30
Green Peas,1,Baisakh,kg,40.0,150.0,85.54,28
Green Peas,2,Jestha,kg,90.0,150.0,119.4,14
Green Peas,5,Bhadra,kg,80.0,90.0,85.0,1
Green Peas,6,Ashwin,kg,200.0,250.0,218.33,7
Green Peas,7,Kartik,kg,110.0,300.0,192.46,29
Green Peas,8,Mangsir,kg,80.0,160.0,124.29,28
Green Peas,9,Poush,kg,40.0,100.0,59.31,30
Green Peas,10,Magh,kg,40.0,80.0,56.91,29
Green Peas,11,Falgun,kg,50.0,80.0,59.44,29
Green Peas,12,Chaitra,kg,50.0,120.0,79.71,29
Guava,4,Shrawan,kg,120.0,320.0,265.42,8
Guava,5,Bhadra,kg,80.0,150.0,103.83,30
Guava,6,Ashwin,kg,80.0,150.0,106.78,29
Guava,7,Kartik,kg,100.0,200.0,128.41,22
Guava,8,Mangsir,kg,120.0,250.0,156.43,21
Guava,9,Poush,kg,100.0,160.0,128.28,30
Guava,10,Magh,kg,90.0,150.0,119.71,29
Guava,11,Falgun,kg,100.0,240.0,141.23,27
Guava,12,Chaitra,kg,200.0,250.0,212.81,16
Gundruk,1,Baisakh,kg,200.0,350.0,231.94,30
Gundruk,2,Jestha,kg,200.0,350.0,245.83,18
Gundruk,3,Asar,kg,250.0,350.0,300.0,4
Gundruk,4,Shrawan,kg,250.0,300.0,275.0,29
Gundruk,5,Bhadra,kg,250.0,300.0,275.56,30
Gundruk,6,Ashwin,kg,250.0,300.0,276.23,27
Gundruk,7,Kartik,kg,250.0,350.0,323.33,30
Gundruk,8,Mangsir,kg,300.0,350.0,326.19,28
Gundruk,9,Poush,kg,250.0,350.0,289.67,30
Gundruk,10,Magh,kg,250.0,300.0,276.84,28
Gundruk,11,Falgun,kg,250.0,300.0,275.83,28
Gundruk,12,Chaitra,kg,250.0,300.0,275.28,30
Jack Fruit,1,Baisakh,kg,60.0,90.0,75.33,30
Jack Fruit,2,Jestha,kg,30.0,80.0,53.07,31
Jack Fruit,3,Asar,kg,30.0,50.0,39.02,32
Jack Fruit,4,Shrawan,kg,30.0,50.0,40.89,31
Jack Fruit,5,Bhadra,kg,40.0,100.0,56.67,8
Jack Fruit,7,Kartik,kg,120.0,150.0,135.0,4
Jack Fruit,8,Mangsir,kg,100.0,120.0,112.0,20
Jack Fruit,9,Poush,kg,100.0,130.0,115.89,30
Jack Fruit,10,Magh,kg,90.0,120.0,107.22,29
Jack Fruit,11,Falgun,kg,70.0,110.0,90.55,29
Jack Fruit,12,Chaitra,kg,60.0,120.0,86.39,30
Kinnow,1,Baisakh,kg,150.0,160.0,155.0,4
Kinnow,9,Poush,kg,110.0,160.0,138.46,26
Kinnow,10,Magh,kg,110.0,150.0,129.8,29
Kinnow,11,Falgun,kg,110.0,150.0,130.43,29
Kinnow,12,Chaitra,kg,120.0,150.0,135.52,29
Kiwi,1,Baisakh,kg,450.0,500.0,475.29,29
Kiwi,2,Jestha,kg,450.0,550.0,515.32,31
Kiwi,3,Asar,kg,450.0,600.0,519.83,29
Kiwi,4,Shrawan,kg,550.0,650.0,610.48,31
Kiwi,5,Bhadra,kg,500.0,600.0,573.53,17
Kiwi,6,Ashwin,kg,250.0,350.0,312.5,26
Kiwi,7,Kartik,kg,180.0,350.0,227.47,29
Kiwi,8,Mangsir,kg,150.0,250.0,211.78,28
Kiwi,9,Poush,kg,150.0,300.0,196.61,30
Kiwi,10,Magh,kg,200.0,400.0,303.16,29
Kiwi,11,Falgun,kg,250.0,500.0,405.75,29
Kiwi,12,Chaitra,kg,350.0,500.0,447.5,30
Knolkhol,1,Baisakh,kg,70.0,90.0,82.44,30
Knolkhol,2,Jestha,kg,70.0,90.0,79.35,28
Knolkhol,3,Asar,kg,80.0,90.0,85.0,1
Knolkhol,7,Kartik,kg,70.0,100.0,82.0,10
Knolkhol,8,Mangsir,kg,50.0,90.0,75.91,22
Knolkhol,9,Poush,kg,50.0,70.0,60.28,30
Knolkhol,10,Magh,kg,40.0,70.0,55.98,29
Knolkhol,11,Falgun,kg,40.0,70.0,56.61,27
Knolkhol,12,Chaitra,kg,50.0,70.0,59.11,30
Lemon,5,Bhadra,kg,50.0,90.0,69.03,31
Lemon,6,Ashwin,kg,40.0,60.0,52.82,26
Lemon,7,Kartik,kg,40.0,60.0,50.86,29
Lemon,8,Mangsir,kg,40.0,50.0,46.28,26
Lemon,9,Poush,kg,40.0,60.0,47.34,30
Lemon,10,Magh,kg,40.0,80.0,66.55,28
Lemon,11,Falgun,kg,60.0,90.0,76.54,26
Lemon,12,Chaitra,kg,50.0,90.0,70.0,2
Lettuce,1,Baisakh,kg,50.0,150.0,82.17,30
Lettuce,2,Jestha,kg,70.0,200.0,104.84,31
Lettuce,3,Asar,kg,70.0,150.0,103.33,31
Lettuce,4,Shrawan,kg,70.0,200.0,105.64,21
Lettuce,5,Bhadra,kg,100.0,200.0,146.28,30
Lettuce,6,Ashwin,kg,120.0,300.0,206.09,26
Lettuce,7,Kartik,kg,50.0,300.0,202.56,30
Lettuce,8,Mangsir,kg,40.0,80.0,53.42,28
Lettuce,9,Poush,kg,30.0,50.0,40.84,30
Lettuce,10,Magh,kg,40.0,60.0,50.95,29
Lettuce,11,Falgun,kg,40.0,70.0,52.99,29
Lettuce,12,Chaitra,kg,40.0,60.0,49.89,30
Lime,1,Baisakh,kg,300.0,400.0,362.05,30
Lime,2,Jestha,kg,120.0,350.0,214.26,31
Lime,3,Asar,kg,100.0,300.0,152.32,32
Lime,4,Shrawan,kg,120.0,300.0,212.89,31
Lime,5,Bhadra,kg,180.0,300.0,231.38,31
Lime,6,Ashwin,kg,150.0,300.0,216.83,31
Lime,7,Kartik,kg,100.0,220.0,150.25,30
Lime,8,Mangsir,kg,100.0,240.0,119.96,28
Lime,9,Poush,kg,90.0,120.0,101.43,30
Lime,10,Magh,kg,110.0,150.0,127.63,29
Lime,11,Falgun,kg,140.0,300.0,210.0,29
Lime,12,Chaitra,kg,200.0,300.0,262.14,30
Litchi(Indian),2,Jestha,kg,200.0,300.0,253.48,23
Litchi(Indian),3,Asar,kg,200.0,250.0,230.0,4
Litchi(Local),2,Jestha,kg,80.0,250.0,139.64,23
Litchi(Local),3,Asar,kg,80.0,150.0,119.63,18
Mandarin,1,Baisakh,kg,200.0,250.0,210.86,29
Mandarin,2,Jestha,kg,200.0,250.0,210.5,30
Mandarin,3,Asar,kg,200.0,250.0,210.57,32
Mandarin,4,Shrawan,kg,200.0,250.0,210.17,30
Mandarin,6,Ashwin,kg,250.0,380.0,281.94,18
Mandarin,7,Kartik,kg,220.0,280.0,252.24,29
Mandarin,8,Mangsir,kg,220.0,250.0,237.32,28
Mandarin,9,Poush,kg,220.0,250.0,236.0,30
Mandarin,10,Magh,kg,220.0,280.0,248.74,29
Mandarin,11,Falgun,kg,150.0,280.0,234.02,29
Mandarin,12,Chaitra,kg,220.0,250.0,235.43,29
Mango(Calcutte),1,Baisakh,kg,200.0,250.0,221.67,18
Mango(Calcutte),2,Jestha,kg,120.0,250.0,177.8,25
Mango(Chousa),4,Shrawan,kg,200.0,300.0,241.58,19
Mango(Chousa),5,Bhadra,kg,250.0,300.0,287.0,5
Mango(Dushari),1,Baisakh,kg,200.0,300.0,255.28,18
Mango(Dushari),2,Jestha,kg,80.0,300.0,196.29,31
Mango(Dushari),3,Asar,kg,80.0,180.0,123.44,32
Mango(Dushari),4,Shrawan,kg,150.0,240.0,194.23,13
Mango(Maldah),2,Jestha,kg,80.0,200.0,122.32,23
Mango(Maldah),3,Asar,kg,80.0,160.0,118.07,32
Mango(Maldah),4,Shrawan,kg,150.0,300.0,226.55,22
Mint,1,Baisakh,kg,200.0,500.0,309.17,30
Mint,2,Jestha,kg,100.0,300.0,226.61,31
Mint,3,Asar,kg,200.0,400.0,291.67,18
Mint,7,Kartik,kg,400.0,700.0,583.33,12
Mint,8,Mangsir,kg,200.0,700.0,550.93,27
Mint,9,Poush,kg,150.0,500.0,267.11,30
Mint,10,Magh,kg,150.0,600.0,442.24,29
Mint,11,Falgun,kg,200.0,600.0,350.63,29
Mint,12,Chaitra,kg,150.0,300.0,202.33,30
Mombin,4,Shrawan,kg,50.0,90.0,64.45,21
Mombin,5,Bhadra,kg,40.0,60.0,55.49,31
Mombin,6,Ashwin,kg,40.0,90.0,60.66,29
Mombin,7,Kartik,kg,50.0,80.0,70.45,30
Mombin,8,Mangsir,kg,60.0,100.0,77.38,28
Mombin,9,Poush,kg,70.0,150.0,98.16,30
Mombin,10,Magh,kg,120.0,200.0,158.05,29
Mombin,11,Falgun,kg,180.0,320.0,267.64,29
Mombin,12,Chaitra,kg,300.0,400.0,361.0,5
Mushroom(Button),1,Baisakh,kg,250.0,450.0,340.43,29
Mushroom(Button),2,Jestha,kg,220.0,450.0,327.85,31
Mushroom(Button),3,Asar,kg,250.0,500.0,330.34,32
Mushroom(Button),4,Shrawan,kg,280.0,600.0,376.31,30
Mushroom(Button),5,Bhadra,kg,300.0,600.0,373.85,31
Mushroom(Button),6,Ashwin,kg,200.0,500.0,384.8,30
Mushroom(Button),7,Kartik,kg,280.0,600.0,368.62,30
Mushroom(Button),8,Mangsir,kg,250.0,450.0,346.06,28
Mushroom(Button),9,Poush,kg,250.0,420.0,326.71,30
Mushroom(Button),10,Magh,kg,250.0,400.0,333.86,29
Mushroom(Button),11,Falgun,kg,240.0,420.0,308.4,29
Mushroom(Button),12,Chaitra,kg,240.0,400.0,298.49,30
Mushroom(Kanya),1,Baisakh,kg,80.0,300.0,182.99,29
Mushroom(Kanya),2,Jestha,kg,80.0,300.0,176.65,31
Mushroom(Kanya),3,Asar,kg,180.0,300.0,238.19,32
Mushroom(Kanya),4,Shrawan,kg,120.0,300.0,185.89,30
Mushroom(Kanya),5,Bhadra,kg,150.0,300.0,206.28,31
Mushroom(Kanya),6,Ashwin,kg,100.0,300.0,196.25,31
Mushroom(Kanya),7,Kartik,kg,70.0,200.0,157.23,30
Mushroom(Kanya),8,Mangsir,kg,80.0,220.0,147.87,28
Mushroom(Kanya),9,Poush,kg,80.0,200.0,143.42,30
Mushroom(Kanya),10,Magh,kg,100.0,200.0,139.72,29
Mushroom(Kanya),11,Falgun,kg,100.0,300.0,161.26,29
Mushroom(Kanya),12,Chaitra,kg,140.0,220.0,169.01,30
Mustard Leaf,1,Baisakh,kg,40.0,90.0,62.0,30
Mustard Leaf,2,Jestha,kg,30.0,50.0,38.66,31
Mustard Leaf,3,Asar,kg,30.0,80.0,53.91,32
Mustard Leaf,4,Shrawan,kg,40.0,70.0,52.18,31
Mustard Leaf,5,Bhadra,kg,30.0,80.0,48.5,30
Mustard Leaf,6,Ashwin,kg,40.0,90.0,52.1,31
Mustard Leaf,7,Kartik,kg,40.0,120.0,67.34,30
Mustard Leaf,8,Mangsir,kg,40.0,60.0,46.98,27
Mustard Leaf,9,Poush,kg,30.0,50.0,40.75,30
Mustard Leaf,10,Magh,kg,30.0,50.0,43.11,29
Mustard Leaf,11,Falgun,kg,20.0,40.0,29.54,29
Mustard Leaf,12,Chaitra,kg,30.0,50.0,42.17,30
Neuro,1,Baisakh,kg,80.0,150.0,112.87,29
Neuro,2,Jestha,kg,60.0,100.0,73.17,31
Neuro,3,Asar,kg,50.0,100.0,67.4,32
Neuro,4,Shrawan,kg,90.0,120.0,103.28,31
Neuro,5,Bhadra,kg,90.0,120.0,106.72,31
Neuro,6,Ashwin,kg,70.0,120.0,94.53,25
Neuro,7,Kartik,kg,70.0,90.0,80.74,9
Neuro,8,Mangsir,kg,70.0,80.0,75.0,1
Neuro,10,Magh,kg,100.0,120.0,106.67,3
Neuro,11,Falgun,kg,90.0,120.0,108.1,29
Neuro,12,Chaitra,kg,80.0,120.0,94.44,30
Okara,1,Baisakh,kg,20.0,100.0,55.13,30
Okara,2,Jestha,kg,15.0,40.0,26.99,31
Okara,3,Asar,kg,10.0,50.0,33.27,32
Okara,4,Shrawan,kg,25.0,65.0,44.39,31
Okara,5,Bhadra,kg,25.0,70.0,47.94,31
Okara,6,Ashwin,kg,30.0,100.0,62.98,31
Okara,7,Kartik,kg,60.0,120.0,86.82,30
Okara,8,Mangsir,kg,60.0,120.0,79.85,28
Okara,9,Poush,kg,60.0,120.0,93.31,30
Okara,10,Magh,kg,80.0,180.0,126.82,29
Okara,11,Falgun,kg,100.0,160.0,127.62,28
Okara,12,Chaitra,kg,90.0,140.0,110.92,30
Onion Dry (Chinese),4,Shrawan,kg,35.0,40.0,37.67,1
Onion Dry (Indian),1,Baisakh,kg,30.0,36.0,33.56,29
Onion Dry (Indian),2,Jestha,kg,30.0,38.0,33.28,31
Onion Dry (Indian),3,Asar,kg,38.0,41.0,39.11,32
Onion Dry (Indian),4,Shrawan,kg,35.0,40.0,37.12,30
Onion Dry (Indian),5,Bhadra,kg,35.0,40.0,37.55,31
Onion Dry (Indian),6,Ashwin,kg,35.0,55.0,41.83,31
Onion Dry (Indian),7,Kartik,kg,50.0,60.0,53.64,29
Onion Dry (Indian),8,Mangsir,kg,34.0,55.0,42.58,28
Onion Dry (Indian),9,Poush,kg,40.0,52.0,46.05,29
Onion Dry (Indian),10,Magh,kg,36.0,45.0,40.67,29
Onion Dry (Indian),11,Falgun,kg,30.0,38.0,33.91,29
Onion Dry (Indian),12,Chaitra,kg,30.0,38.0,34.23,30
Onion Green,1,Baisakh,kg,30.0,150.0,64.11,30
Onion Green,2,Jestha,kg,60.0,150.0,84.89,31
Onion Green,3,Asar,kg,80.0,300.0,221.04,32
Onion Green,4,Shrawan,kg,140.0,350.0,242.42,31
Onion Green,5,Bhadra,kg,90.0,250.0,166.34,31
Onion Green,6,Ashwin,kg,70.0,200.0,104.0,30
Onion Green,7,Kartik,kg,70.0,150.0,104.43,29
Onion Green,8,Mangsir,kg,50.0,110.0,76.38,28
Onion Green,9,Poush,kg,30.0,90.0,55.87,30
Onion Green,10,Magh,kg,60.0,130.0,94.4,29
Onion Green,11,Falgun,kg,30.0,80.0,52.03,28
Onion Green,12,Chaitra,kg,40.0,60.0,51.17,30
Orange(Indian),1,Baisakh,kg,140.0,180.0,157.59,29
Orange(Indian),2,Jestha,kg,80.0,180.0,149.52,7
Orange(Indian),6,Ashwin,kg,110.0,160.0,140.0,18
Orange(Indian),7,Kartik,kg,90.0,130.0,108.78,30
Orange(Indian),8,Mangsir,kg,90.0,120.0,100.83,18
Orange(Indian),10,Magh,kg,120.0,150.0,134.52,7
Orange(Indian),11,Falgun,kg,110.0,160.0,128.22,29
Orange(Indian),12,Chaitra,kg,120.0,160.0,142.83,30
Orange(Nepali),7,Kartik,kg,80.0,120.0,95.19,26
Orange(Nepali),8,Mangsir,kg,90.0,120.0,109.07,27
Orange(Nepali),9,Poush,kg,90.0,130.0,109.62,30
Orange(Nepali),10,Magh,kg,120.0,200.0,151.11,29
Orange(Nepali),11,Falgun,kg,160.0,200.0,188.0,5
Orange(Nepali),12,Chaitra,kg,70.0,80.0,75.0,1
Papaya(Indian),1,Baisakh,kg,70.0,90.0,78.63,28
Papaya(Indian),2,Jestha,kg,80.0,120.0,90.84,30
Papaya(Indian),3,Asar,kg,80.0,140.0,110.21,32
Papaya(Indian),4,Shrawan,kg,90.0,130.0,107.89,30
Papaya(Indian),5,Bhadra,kg,80.0,110.0,98.71,31
Papaya(Indian),6,Ashwin,kg,80.0,150.0,102.37,31
Papaya(Indian),7,Kartik,kg,80.0,160.0,117.89,30
Papaya(Indian),8,Mangsir,kg,90.0,120.0,110.57,28
Papaya(Indian),9,Poush,kg,80.0,110.0,93.95,30
Papaya(Indian),10,Magh,kg,80.0,100.0,87.42,29
Papaya(Indian),11,Falgun,kg,80.0,130.0,99.43,29
Papaya(Indian),12,Chaitra,kg,80.0,120.0,93.85,29
Papaya(Nepali),1,Baisakh,kg,50.0,70.0,61.15,29
Papaya(Nepali),2,Jestha,kg,50.0,80.0,64.63,31
Papaya(Nepali),3,Asar,kg,70.0,100.0,90.84,4
Papaya(Nepali),4,Shrawan,kg,90.0,100.0,95.0,1
Papaya(Nepali),6,Ashwin,kg,50.0,90.0,68.07,25
Papaya(Nepali),7,Kartik,kg,50.0,120.0,79.89,30
Papaya(Nepali),8,Mangsir,kg,60.0,100.0,86.01,28
Papaya(Nepali),9,Poush,kg,60.0,90.0,81.0,30
Papaya(Nepali),10,Magh,kg,60.0,80.0,72.93,29
Papaya(Nepali),11,Falgun,kg,60.0,90.0,71.29,29
Papaya(Nepali),12,Chaitra,kg,60.0,90.0,74.43,29
Parseley,1,Baisakh,kg,150.0,500.0,369.0,30
Parseley,2,Jestha,kg,150.0,400.0,260.0,30
Parseley,3,Asar,kg,100.0,400.0,254.38,8
Parseley,7,Kartik,kg,600.0,800.0,657.14,14
